tran_id,product_id,qty,price,purch_date
22-03-2021-14-21-36-1200,93,6,35.94,2021-03-22
22-03-2021-19-45-21-1402,94,1,1.99,2021-03-22
22-03-2021-19-45-21-1402,49,4,15.96,2021-03-22
22-03-2021-19-45-21-1402,67,3,7.5,2021-03-22
22-03-2021-19-45-21-1402,16,6,18.84,2021-03-22
22-03-2021-20-58-06-1207,90,4,3.96,2021-03-22
22-03-2021-20-58-06-1207,3,4,9.8,2021-03-22
22-03-2021-20-58-06-1207,2,8,10.0,2021-03-22
22-03-2021-20-58-06-1207,78,10,38.0,2021-03-22
22-03-2021-20-58-06-1207,80,8,39.84,2021-03-22
22-03-2021-20-58-06-1207,20,4,5.56,2021-03-22
22-03-2021-18-42-47-1292,54,8,6.8,2021-03-22
22-03-2021-18-42-47-1292,1,6,9.0,2021-03-22
22-03-2021-18-42-47-1292,14,5,4.95,2021-03-22
22-03-2021-18-42-47-1292,23,2,7.58,2021-03-22
22-03-2021-17-37-27-1650,30,3,9.3,2021-03-22
22-03-2021-17-37-27-1650,67,1,2.5,2021-03-22
22-03-2021-06-17-50-1636,62,3,19.5,2021-03-22
22-03-2021-06-17-50-1636,40,3,10.77,2021-03-22
22-03-2021-06-17-50-1636,89,4,11.12,2021-03-22
22-03-2021-06-17-50-1636,1,4,6.0,2021-03-22
22-03-2021-13-38-44-1632,14,5,4.95,2021-03-22
22-03-2021-13-38-44-1632,29,7,18.55,2021-03-22
22-03-2021-13-38-44-1632,28,3,8.67,2021-03-22
22-03-2021-13-38-44-1632,73,7,27.93,2021-03-22
22-03-2021-13-38-44-1632,65,2,15.98,2021-03-22
22-03-2021-13-38-44-1632,6,9,17.91,2021-03-22
22-03-2021-13-38-44-1632,58,2,4.5,2021-03-22
22-03-2021-13-38-44-1632,55,6,4.68,2021-03-22
22-03-2021-13-38-44-1632,58,5,11.25,2021-03-22
22-03-2021-13-38-44-1632,8,8,15.12,2021-03-22
22-03-2021-13-33-46-1013,6,8,15.92,2021-03-22
22-03-2021-13-33-46-1013,30,3,9.3,2021-03-22
22-03-2021-13-33-46-1013,24,7,19.599999999999998,2021-03-22
22-03-2021-13-33-46-1013,16,4,12.56,2021-03-22
22-03-2021-13-33-46-1013,33,4,23.96,2021-03-22
22-03-2021-13-33-46-1013,91,8,53.6,2021-03-22
22-03-2021-13-33-46-1013,20,8,11.12,2021-03-22
22-03-2021-13-33-46-1013,83,5,1.05,2021-03-22
22-03-2021-13-33-46-1013,21,2,5.98,2021-03-22
23-03-2021-14-29-23-1250,72,2,7.68,2021-03-23
23-03-2021-14-29-23-1250,32,5,15.45,2021-03-23
23-03-2021-14-29-23-1250,99,5,24.950000000000003,2021-03-23
23-03-2021-14-29-23-1250,80,8,39.84,2021-03-23
23-03-2021-08-45-24-1402,50,3,7.800000000000001,2021-03-23
23-03-2021-08-45-24-1402,36,5,11.950000000000001,2021-03-23
23-03-2021-08-45-24-1402,16,2,6.28,2021-03-23
23-03-2021-08-45-24-1402,51,9,22.410000000000004,2021-03-23
23-03-2021-08-45-24-1402,10,1,1.79,2021-03-23
23-03-2021-03-05-47-1923,16,7,21.98,2021-03-23
23-03-2021-09-50-36-1520,29,10,26.5,2021-03-23
23-03-2021-05-26-05-1164,6,2,3.98,2021-03-23
23-03-2021-05-26-05-1164,76,6,3.42,2021-03-23
23-03-2021-05-26-05-1164,92,5,12.450000000000001,2021-03-23
23-03-2021-05-26-05-1164,86,2,2.58,2021-03-23
23-03-2021-05-26-05-1164,94,1,1.99,2021-03-23
23-03-2021-05-26-05-1164,30,6,18.6,2021-03-23
23-03-2021-18-06-04-1385,39,6,16.5,2021-03-23
23-03-2021-18-06-04-1385,28,3,8.67,2021-03-23
23-03-2021-23-02-56-1540,30,1,3.1,2021-03-23
23-03-2021-23-02-56-1540,72,8,30.72,2021-03-23
23-03-2021-23-02-56-1540,43,5,19.950000000000003,2021-03-23
23-03-2021-23-02-56-1540,80,9,44.82000000000001,2021-03-23
23-03-2021-03-26-38-1881,55,2,1.56,2021-03-23
23-03-2021-03-26-38-1881,78,8,30.4,2021-03-23
23-03-2021-03-26-38-1881,54,2,1.7,2021-03-23
23-03-2021-03-26-38-1881,92,5,12.450000000000001,2021-03-23
23-03-2021-03-26-38-1881,14,3,2.9699999999999998,2021-03-23
23-03-2021-00-23-45-1511,10,2,3.58,2021-03-23
23-03-2021-00-23-45-1511,77,6,3.54,2021-03-23
23-03-2021-00-23-45-1511,23,3,11.370000000000001,2021-03-23
23-03-2021-00-23-45-1511,66,10,39.900000000000006,2021-03-23
23-03-2021-00-23-45-1511,7,3,4.5,2021-03-23
23-03-2021-00-23-45-1511,67,5,12.5,2021-03-23
23-03-2021-00-23-45-1511,94,8,15.92,2021-03-23
23-03-2021-00-23-45-1511,78,8,30.4,2021-03-23
23-03-2021-00-23-45-1511,21,7,20.93,2021-03-23
23-03-2021-00-23-45-1511,25,8,18.8,2021-03-23
23-03-2021-13-08-00-1570,67,2,5.0,2021-03-23
23-03-2021-13-08-00-1570,12,2,3.6,2021-03-23
23-03-2021-13-08-00-1570,32,5,15.45,2021-03-23
23-03-2021-13-08-00-1570,7,1,1.5,2021-03-23
23-03-2021-00-37-09-1452,17,6,27.0,2021-03-23
23-03-2021-00-37-09-1452,48,4,9.56,2021-03-23
23-03-2021-00-37-09-1452,18,9,34.92,2021-03-23
23-03-2021-00-37-09-1452,74,4,3.8,2021-03-23
23-03-2021-00-37-09-1452,96,8,22.0,2021-03-23
23-03-2021-00-37-09-1452,63,9,34.11,2021-03-23
23-03-2021-00-37-09-1452,30,8,24.8,2021-03-23
23-03-2021-05-58-54-1336,69,6,23.94,2021-03-23
23-03-2021-05-58-54-1336,54,9,7.6499999999999995,2021-03-23
23-03-2021-05-58-54-1336,48,9,21.51,2021-03-23
24-03-2021-22-48-12-1973,44,4,5.96,2021-03-24
24-03-2021-22-48-12-1973,23,10,37.9,2021-03-24
24-03-2021-22-48-12-1973,93,1,5.99,2021-03-24
24-03-2021-22-48-12-1973,25,6,14.100000000000001,2021-03-24
24-03-2021-22-48-12-1973,54,4,3.4,2021-03-24
24-03-2021-22-48-12-1973,44,10,14.9,2021-03-24
24-03-2021-22-48-12-1973,17,7,31.5,2021-03-24
24-03-2021-22-48-12-1973,97,10,59.900000000000006,2021-03-24
24-03-2021-08-38-28-1792,67,10,25.0,2021-03-24
24-03-2021-08-38-28-1792,99,6,29.94,2021-03-24
24-03-2021-08-38-28-1792,81,6,21.54,2021-03-24
24-03-2021-08-38-28-1792,93,2,11.98,2021-03-24
24-03-2021-08-38-28-1792,10,7,12.530000000000001,2021-03-24
24-03-2021-11-49-52-1795,79,5,17.849999999999998,2021-03-24
24-03-2021-11-49-52-1795,46,2,1.38,2021-03-24
24-03-2021-11-49-52-1795,70,9,31.5,2021-03-24
24-03-2021-11-49-52-1795,31,8,19.92,2021-03-24
24-03-2021-11-49-52-1795,18,10,38.8,2021-03-24
24-03-2021-11-49-52-1795,1,5,7.5,2021-03-24
24-03-2021-15-40-09-1697,27,9,19.349999999999998,2021-03-24
24-03-2021-15-40-09-1697,90,7,6.93,2021-03-24
24-03-2021-15-40-09-1697,68,8,20.72,2021-03-24
24-03-2021-00-31-54-1660,83,10,2.1,2021-03-24
24-03-2021-00-31-54-1660,77,2,1.18,2021-03-24
24-03-2021-00-31-54-1660,53,8,7.92,2021-03-24
24-03-2021-00-31-54-1660,52,2,1.74,2021-03-24
24-03-2021-00-31-54-1660,27,5,10.75,2021-03-24
24-03-2021-00-31-54-1660,74,9,8.549999999999999,2021-03-24
25-03-2021-06-45-40-1706,55,2,1.56,2021-03-25
25-03-2021-06-45-40-1706,56,5,7.95,2021-03-25
25-03-2021-06-45-40-1706,6,1,1.99,2021-03-25
25-03-2021-06-45-40-1706,24,1,2.8,2021-03-25
25-03-2021-06-45-40-1706,44,2,2.98,2021-03-25
25-03-2021-06-45-40-1706,76,9,5.13,2021-03-25
25-03-2021-06-45-40-1706,34,3,5.97,2021-03-25
25-03-2021-06-45-40-1706,31,10,24.900000000000002,2021-03-25
25-03-2021-06-45-40-1706,36,7,16.73,2021-03-25
25-03-2021-06-45-40-1706,58,4,9.0,2021-03-25
25-03-2021-00-06-55-1346,41,1,2.39,2021-03-25
25-03-2021-00-06-55-1346,6,7,13.93,2021-03-25
25-03-2021-00-06-55-1346,50,10,26.0,2021-03-25
25-03-2021-00-06-55-1346,75,7,61.529999999999994,2021-03-25
25-03-2021-00-06-55-1346,80,8,39.84,2021-03-25
25-03-2021-00-06-55-1346,55,3,2.34,2021-03-25
25-03-2021-00-06-55-1346,4,8,23.92,2021-03-25
25-03-2021-00-06-55-1346,67,4,10.0,2021-03-25
25-03-2021-00-06-55-1346,53,4,3.96,2021-03-25
25-03-2021-00-06-55-1346,13,10,29.8,2021-03-25
25-03-2021-22-00-46-1234,100,5,9.95,2021-03-25
25-03-2021-22-00-46-1234,44,3,4.47,2021-03-25
25-03-2021-05-02-52-1792,68,9,23.31,2021-03-25
25-03-2021-05-02-52-1792,3,8,19.6,2021-03-25
25-03-2021-05-02-52-1792,18,9,34.92,2021-03-25
25-03-2021-05-02-52-1792,43,6,23.94,2021-03-25
25-03-2021-05-02-52-1792,46,8,5.52,2021-03-25
25-03-2021-05-02-52-1792,76,6,3.42,2021-03-25
25-03-2021-05-02-52-1792,86,2,2.58,2021-03-25
25-03-2021-05-02-52-1792,7,6,9.0,2021-03-25
25-03-2021-20-04-23-1294,32,6,18.54,2021-03-25
25-03-2021-04-36-52-1795,71,3,19.77,2021-03-25
25-03-2021-04-36-52-1795,52,2,1.74,2021-03-25
25-03-2021-04-36-52-1795,18,8,31.04,2021-03-25
25-03-2021-04-36-52-1795,14,8,7.92,2021-03-25
25-03-2021-04-36-52-1795,89,2,5.56,2021-03-25
25-03-2021-04-36-52-1795,20,3,4.17,2021-03-25
25-03-2021-04-36-52-1795,83,4,0.84,2021-03-25
25-03-2021-04-36-52-1795,38,8,28.0,2021-03-25
25-03-2021-04-36-52-1795,87,9,89.91,2021-03-25
25-03-2021-09-20-14-1013,33,1,5.99,2021-03-25
25-03-2021-09-20-14-1013,94,2,3.98,2021-03-25
25-03-2021-09-20-14-1013,24,2,5.6,2021-03-25
25-03-2021-09-20-14-1013,19,5,17.25,2021-03-25
25-03-2021-23-06-10-1061,9,2,5.98,2021-03-25
25-03-2021-23-06-10-1061,4,1,2.99,2021-03-25
25-03-2021-23-06-10-1061,9,4,11.96,2021-03-25
25-03-2021-23-06-10-1061,49,9,35.910000000000004,2021-03-25
25-03-2021-23-06-10-1061,1,3,4.5,2021-03-25
25-03-2021-23-06-10-1061,65,2,15.98,2021-03-25
25-03-2021-23-06-10-1061,49,5,19.950000000000003,2021-03-25
26-03-2021-10-49-48-1061,51,5,12.450000000000001,2021-03-26
26-03-2021-10-49-48-1061,15,2,5.96,2021-03-26
26-03-2021-10-49-48-1061,73,2,7.98,2021-03-26
26-03-2021-10-49-48-1061,10,8,14.32,2021-03-26
26-03-2021-10-49-48-1061,74,2,1.9,2021-03-26
26-03-2021-10-49-48-1061,65,2,15.98,2021-03-26
26-03-2021-10-49-48-1061,68,10,25.9,2021-03-26
26-03-2021-11-46-33-1272,49,3,11.97,2021-03-26
26-03-2021-10-10-52-1336,10,5,8.95,2021-03-26
26-03-2021-10-10-52-1336,25,2,4.7,2021-03-26
26-03-2021-10-10-52-1336,94,7,13.93,2021-03-26
26-03-2021-10-10-52-1336,56,4,6.36,2021-03-26
26-03-2021-10-10-52-1336,56,9,14.31,2021-03-26
26-03-2021-10-10-52-1336,49,6,23.94,2021-03-26
26-03-2021-07-08-57-1798,43,6,23.94,2021-03-26
26-03-2021-07-08-57-1798,63,9,34.11,2021-03-26
26-03-2021-07-08-57-1798,76,2,1.14,2021-03-26
26-03-2021-07-08-57-1798,45,9,8.91,2021-03-26
26-03-2021-07-08-57-1798,6,5,9.95,2021-03-26
26-03-2021-07-08-57-1798,2,5,6.25,2021-03-26
26-03-2021-07-08-57-1798,43,7,27.93,2021-03-26
26-03-2021-07-08-57-1798,13,7,20.86,2021-03-26
26-03-2021-07-08-57-1798,95,8,23.92,2021-03-26
26-03-2021-06-00-17-1234,51,8,19.92,2021-03-26
26-03-2021-06-00-17-1234,38,2,7.0,2021-03-26
26-03-2021-06-00-17-1234,25,8,18.8,2021-03-26
26-03-2021-06-00-17-1234,100,5,9.95,2021-03-26
26-03-2021-19-28-36-1460,72,4,15.36,2021-03-26
26-03-2021-19-28-36-1460,47,5,12.5,2021-03-26
26-03-2021-19-28-36-1460,71,7,46.129999999999995,2021-03-26
26-03-2021-19-28-36-1460,14,5,4.95,2021-03-26
26-03-2021-19-28-36-1460,1,2,3.0,2021-03-26
26-03-2021-19-28-36-1460,16,8,25.12,2021-03-26
26-03-2021-18-57-29-1422,42,2,0.78,2021-03-26
26-03-2021-09-14-31-1402,64,5,22.3,2021-03-26
26-03-2021-09-14-31-1402,80,4,19.92,2021-03-26
26-03-2021-22-19-57-1973,49,1,3.99,2021-03-26
26-03-2021-22-19-57-1973,20,2,2.78,2021-03-26
26-03-2021-22-19-57-1973,43,6,23.94,2021-03-26
26-03-2021-22-19-57-1973,70,2,7.0,2021-03-26
26-03-2021-22-19-57-1973,51,7,17.43,2021-03-26
26-03-2021-15-02-00-1406,25,3,7.050000000000001,2021-03-26
26-03-2021-08-58-06-1336,10,10,17.9,2021-03-26
26-03-2021-08-58-06-1336,54,2,1.7,2021-03-26
26-03-2021-08-58-06-1336,88,6,23.94,2021-03-26
26-03-2021-08-58-06-1336,53,4,3.96,2021-03-26
26-03-2021-08-58-06-1336,91,5,33.5,2021-03-26
26-03-2021-08-58-06-1336,76,5,2.8499999999999996,2021-03-26
26-03-2021-08-58-06-1336,98,1,4.99,2021-03-26
26-03-2021-08-58-06-1336,97,10,59.900000000000006,2021-03-26
26-03-2021-07-16-09-1101,49,2,7.98,2021-03-26
26-03-2021-07-16-09-1101,26,6,17.88,2021-03-26
26-03-2021-07-16-09-1101,39,8,22.0,2021-03-26
26-03-2021-07-16-09-1101,58,7,15.75,2021-03-26
26-03-2021-07-16-09-1101,61,3,3.87,2021-03-26
26-03-2021-07-16-09-1101,98,4,19.96,2021-03-26
26-03-2021-07-16-09-1101,50,9,23.400000000000002,2021-03-26
26-03-2021-22-22-32-1625,48,5,11.950000000000001,2021-03-26
26-03-2021-22-22-32-1625,8,2,3.78,2021-03-26
26-03-2021-22-22-32-1625,79,6,21.419999999999998,2021-03-26
26-03-2021-22-22-32-1625,63,1,3.79,2021-03-26
26-03-2021-22-22-32-1625,45,10,9.9,2021-03-26
26-03-2021-22-22-32-1625,66,9,35.910000000000004,2021-03-26
26-03-2021-22-22-32-1625,71,8,52.72,2021-03-26
27-03-2021-17-10-26-1454,20,7,9.729999999999999,2021-03-27
27-03-2021-17-10-26-1454,100,9,17.91,2021-03-27
27-03-2021-17-10-26-1454,86,10,12.9,2021-03-27
27-03-2021-17-10-26-1454,56,1,1.59,2021-03-27
27-03-2021-17-10-26-1454,67,7,17.5,2021-03-27
27-03-2021-17-10-26-1454,39,7,19.25,2021-03-27
27-03-2021-17-10-26-1454,22,10,27.9,2021-03-27
27-03-2021-17-10-26-1454,43,1,3.99,2021-03-27
27-03-2021-17-10-26-1454,80,5,24.900000000000002,2021-03-27
27-03-2021-17-10-26-1454,86,6,7.74,2021-03-27
27-03-2021-06-45-44-1422,78,10,38.0,2021-03-27
27-03-2021-06-45-44-1422,77,2,1.18,2021-03-27
27-03-2021-19-40-01-1886,45,5,4.95,2021-03-27
27-03-2021-19-40-01-1886,81,8,28.72,2021-03-27
27-03-2021-19-40-01-1886,3,5,12.25,2021-03-27
27-03-2021-19-40-01-1886,95,2,5.98,2021-03-27
27-03-2021-19-40-01-1886,11,4,19.96,2021-03-27
27-03-2021-19-40-01-1886,67,5,12.5,2021-03-27
27-03-2021-19-40-01-1886,61,7,9.030000000000001,2021-03-27
27-03-2021-19-40-01-1886,33,10,59.900000000000006,2021-03-27
27-03-2021-19-40-01-1886,31,8,19.92,2021-03-27
27-03-2021-19-40-01-1886,3,9,22.05,2021-03-27
27-03-2021-13-03-19-1367,43,6,23.94,2021-03-27
27-03-2021-13-03-19-1367,89,4,11.12,2021-03-27
27-03-2021-13-03-19-1367,9,2,5.98,2021-03-27
27-03-2021-13-03-19-1367,43,2,7.98,2021-03-27
27-03-2021-00-36-32-1540,15,3,8.94,2021-03-27
27-03-2021-00-36-32-1540,100,10,19.9,2021-03-27
27-03-2021-15-34-49-1250,70,10,35.0,2021-03-27
27-03-2021-15-34-49-1250,90,6,5.9399999999999995,2021-03-27
27-03-2021-15-34-49-1250,76,2,1.14,2021-03-27
27-03-2021-15-34-49-1250,36,1,2.39,2021-03-27
27-03-2021-15-34-49-1250,46,7,4.83,2021-03-27
27-03-2021-15-34-49-1250,10,9,16.11,2021-03-27
27-03-2021-11-21-38-1289,41,3,7.17,2021-03-27
27-03-2021-11-21-38-1289,100,8,15.92,2021-03-27
27-03-2021-11-21-38-1289,62,7,45.5,2021-03-27
27-03-2021-11-21-38-1289,22,2,5.58,2021-03-27
27-03-2021-11-21-38-1289,87,5,49.95,2021-03-27
27-03-2021-11-21-38-1289,41,9,21.51,2021-03-27
27-03-2021-11-21-38-1289,47,8,20.0,2021-03-27
27-03-2021-11-21-38-1289,23,2,7.58,2021-03-27
27-03-2021-11-21-38-1289,44,6,8.94,2021-03-27
27-03-2021-11-21-38-1289,69,8,31.92,2021-03-27
27-03-2021-10-58-27-1307,95,1,2.99,2021-03-27
27-03-2021-10-58-27-1307,31,7,17.43,2021-03-27
27-03-2021-10-58-27-1307,7,2,3.0,2021-03-27
27-03-2021-10-58-27-1307,22,4,11.16,2021-03-27
27-03-2021-10-58-27-1307,87,7,69.93,2021-03-27
27-03-2021-10-58-27-1307,59,7,19.53,2021-03-27
27-03-2021-10-58-27-1307,63,3,11.370000000000001,2021-03-27
27-03-2021-10-58-27-1307,61,10,12.9,2021-03-27
27-03-2021-15-05-51-1765,38,9,31.5,2021-03-27
27-03-2021-15-05-51-1765,42,9,3.5100000000000002,2021-03-27
27-03-2021-15-05-51-1765,50,6,15.600000000000001,2021-03-27
27-03-2021-15-05-51-1765,52,10,8.7,2021-03-27
27-03-2021-15-05-51-1765,10,8,14.32,2021-03-27
27-03-2021-15-05-51-1765,36,7,16.73,2021-03-27
27-03-2021-01-03-24-1942,2,8,10.0,2021-03-27
27-03-2021-17-10-35-1194,74,6,5.699999999999999,2021-03-27
27-03-2021-17-10-35-1194,85,2,9.98,2021-03-27
28-03-2021-08-35-47-1675,72,1,3.84,2021-03-28
28-03-2021-08-35-47-1675,67,3,7.5,2021-03-28
28-03-2021-08-35-47-1675,76,10,5.699999999999999,2021-03-28
28-03-2021-08-35-47-1675,41,10,23.900000000000002,2021-03-28
28-03-2021-08-35-47-1675,58,5,11.25,2021-03-28
28-03-2021-08-35-47-1675,33,6,35.94,2021-03-28
28-03-2021-08-35-47-1675,76,5,2.8499999999999996,2021-03-28
28-03-2021-08-35-47-1675,99,8,39.92,2021-03-28
28-03-2021-08-35-47-1675,72,1,3.84,2021-03-28
28-03-2021-19-00-44-1620,97,3,17.97,2021-03-28
28-03-2021-19-00-44-1620,75,9,79.10999999999999,2021-03-28
28-03-2021-19-00-44-1620,84,2,5.0,2021-03-28
28-03-2021-19-00-44-1620,15,2,5.96,2021-03-28
28-03-2021-19-00-44-1620,82,5,39.95,2021-03-28
28-03-2021-19-00-44-1620,4,3,8.97,2021-03-28
28-03-2021-19-00-44-1620,9,2,5.98,2021-03-28
28-03-2021-19-00-44-1620,64,3,13.379999999999999,2021-03-28
28-03-2021-19-00-44-1620,23,3,11.370000000000001,2021-03-28
28-03-2021-19-00-44-1620,10,6,10.74,2021-03-28
28-03-2021-10-50-37-1331,93,10,59.900000000000006,2021-03-28
28-03-2021-10-50-37-1331,43,4,15.96,2021-03-28
28-03-2021-10-50-37-1331,46,3,2.07,2021-03-28
28-03-2021-10-50-37-1331,76,5,2.8499999999999996,2021-03-28
28-03-2021-21-42-50-1282,71,7,46.129999999999995,2021-03-28
28-03-2021-21-42-50-1282,15,8,23.84,2021-03-28
28-03-2021-22-40-26-1100,12,4,7.2,2021-03-28
28-03-2021-22-40-26-1100,48,6,14.34,2021-03-28
28-03-2021-22-40-26-1100,3,5,12.25,2021-03-28
28-03-2021-22-40-26-1100,59,4,11.16,2021-03-28
28-03-2021-22-40-26-1100,8,5,9.45,2021-03-28
28-03-2021-22-40-26-1100,80,2,9.96,2021-03-28
28-03-2021-22-40-26-1100,12,7,12.6,2021-03-28
28-03-2021-13-19-24-1200,34,10,19.9,2021-03-28
28-03-2021-13-19-24-1200,57,5,9.95,2021-03-28
28-03-2021-13-19-24-1200,77,10,5.8999999999999995,2021-03-28
28-03-2021-13-19-24-1200,7,6,9.0,2021-03-28
28-03-2021-13-19-24-1200,43,4,15.96,2021-03-28
28-03-2021-13-19-24-1200,23,3,11.370000000000001,2021-03-28
28-03-2021-13-19-24-1200,87,2,19.98,2021-03-28
28-03-2021-13-19-24-1200,69,10,39.900000000000006,2021-03-28
28-03-2021-21-05-16-1706,77,2,1.18,2021-03-28
28-03-2021-21-05-16-1706,25,9,21.150000000000002,2021-03-28
28-03-2021-21-05-16-1706,21,6,17.94,2021-03-28
28-03-2021-21-05-16-1706,95,9,26.910000000000004,2021-03-28
28-03-2021-21-05-16-1706,99,2,9.98,2021-03-28
28-03-2021-21-05-16-1706,86,5,6.45,2021-03-28
28-03-2021-21-05-16-1706,80,6,29.880000000000003,2021-03-28
28-03-2021-21-05-16-1706,64,2,8.92,2021-03-28
28-03-2021-21-05-16-1706,42,8,3.12,2021-03-28
28-03-2021-21-05-16-1706,54,1,0.85,2021-03-28
28-03-2021-08-25-00-1487,39,4,11.0,2021-03-28
28-03-2021-08-25-00-1487,38,3,10.5,2021-03-28
28-03-2021-08-25-00-1487,19,2,6.9,2021-03-28
28-03-2021-08-25-00-1487,90,10,9.9,2021-03-28
28-03-2021-08-25-00-1487,84,6,15.0,2021-03-28
28-03-2021-08-25-00-1487,45,2,1.98,2021-03-28
28-03-2021-08-25-00-1487,5,5,8.75,2021-03-28
28-03-2021-08-25-00-1487,92,4,9.96,2021-03-28
28-03-2021-08-25-00-1487,78,5,19.0,2021-03-28
28-03-2021-08-25-00-1487,48,9,21.51,2021-03-28
28-03-2021-22-18-18-1881,23,9,34.11,2021-03-28
28-03-2021-22-18-18-1881,45,8,7.92,2021-03-28
28-03-2021-22-18-18-1881,5,3,5.25,2021-03-28
28-03-2021-22-18-18-1881,99,4,19.96,2021-03-28
28-03-2021-22-18-18-1881,91,6,40.2,2021-03-28
28-03-2021-22-18-18-1881,30,7,21.7,2021-03-28
28-03-2021-22-18-18-1881,37,8,21.52,2021-03-28
28-03-2021-21-08-38-1489,27,10,21.5,2021-03-28
28-03-2021-21-08-38-1489,33,10,59.900000000000006,2021-03-28
28-03-2021-01-36-47-1194,15,3,8.94,2021-03-28
28-03-2021-01-36-47-1194,18,7,27.16,2021-03-28
28-03-2021-01-36-47-1194,23,4,15.16,2021-03-28
28-03-2021-01-36-47-1194,81,7,25.13,2021-03-28
28-03-2021-01-36-47-1194,30,6,18.6,2021-03-28
28-03-2021-01-36-47-1194,28,9,26.01,2021-03-28
28-03-2021-01-36-47-1194,70,8,28.0,2021-03-28
28-03-2021-21-09-29-1620,62,7,45.5,2021-03-28
28-03-2021-21-09-29-1620,60,6,11.94,2021-03-28
28-03-2021-21-09-29-1620,48,1,2.39,2021-03-28
28-03-2021-21-09-29-1620,18,5,19.4,2021-03-28
28-03-2021-21-09-29-1620,71,4,26.36,2021-03-28
28-03-2021-21-09-29-1620,67,2,5.0,2021-03-28
28-03-2021-21-09-29-1620,12,4,7.2,2021-03-28
28-03-2021-19-40-57-1085,46,7,4.83,2021-03-28
28-03-2021-01-56-56-1721,73,2,7.98,2021-03-28
28-03-2021-01-56-56-1721,95,7,20.93,2021-03-28
28-03-2021-01-56-56-1721,19,10,34.5,2021-03-28
28-03-2021-01-56-56-1721,20,8,11.12,2021-03-28
28-03-2021-01-56-56-1721,88,5,19.950000000000003,2021-03-28
28-03-2021-01-56-56-1721,27,10,21.5,2021-03-28
28-03-2021-01-56-56-1721,11,9,44.910000000000004,2021-03-28
28-03-2021-01-56-56-1721,92,1,2.49,2021-03-28
28-03-2021-01-56-56-1721,33,4,23.96,2021-03-28
29-03-2021-10-24-35-1346,100,5,9.95,2021-03-29
29-03-2021-13-13-26-1684,22,7,19.53,2021-03-29
29-03-2021-13-13-26-1684,31,9,22.410000000000004,2021-03-29
29-03-2021-13-13-26-1684,66,3,11.97,2021-03-29
29-03-2021-13-13-26-1684,41,1,2.39,2021-03-29
29-03-2021-13-13-26-1684,31,10,24.900000000000002,2021-03-29
29-03-2021-18-54-14-1992,91,9,60.300000000000004,2021-03-29
29-03-2021-18-54-14-1992,37,3,8.07,2021-03-29
29-03-2021-18-54-14-1992,17,1,4.5,2021-03-29
29-03-2021-18-54-14-1992,42,10,3.9000000000000004,2021-03-29
29-03-2021-18-54-14-1992,79,10,35.699999999999996,2021-03-29
29-03-2021-18-54-14-1992,13,2,5.96,2021-03-29
29-03-2021-18-54-14-1992,1,8,12.0,2021-03-29
29-03-2021-18-54-14-1992,71,4,26.36,2021-03-29
29-03-2021-18-54-14-1992,92,3,7.470000000000001,2021-03-29
29-03-2021-21-14-27-1413,67,7,17.5,2021-03-29
29-03-2021-21-14-27-1413,26,1,2.98,2021-03-29
29-03-2021-12-55-44-1207,25,6,14.100000000000001,2021-03-29
29-03-2021-12-55-44-1207,81,5,17.95,2021-03-29
30-03-2021-13-05-28-1385,26,10,29.8,2021-03-30
