,member_id,product_id,total_trans
193,1013,100,29.85
194,1030,1,37.5
195,1030,2,50.0
196,1030,3,26.95
197,1030,4,128.57
198,1030,5,31.5
199,1030,6,31.84
200,1030,7,40.5
201,1030,8,39.69
202,1030,9,65.78
203,1030,10,14.32
204,1030,11,44.91
205,1030,12,39.6
206,1030,13,74.5
207,1030,14,20.79
208,1030,15,17.88
209,1030,16,62.8
210,1030,17,121.5
211,1030,18,50.44
212,1030,19,27.6
213,1030,20,31.97
214,1030,21,50.83
215,1030,22,27.9
216,1030,23,34.11
217,1030,24,64.4
218,1030,25,32.9
219,1030,26,44.7
220,1030,27,79.55
221,1030,28,43.35
222,1030,29,29.15
223,1030,30,99.2
224,1030,31,82.17
225,1030,32,89.61
226,1030,33,41.93
227,1030,34,17.91
228,1030,35,37.62
229,1030,36,21.51
230,1030,37,40.35
231,1030,38,98.0
232,1030,39,2.75
233,1030,40,61.03
234,1030,41,26.29
235,1030,42,5.46
236,1030,43,3.99
237,1030,44,46.19
238,1030,45,29.7
239,1030,46,11.73
240,1030,47,32.5
241,1030,48,26.29
242,1030,49,71.82
243,1030,50,23.4
244,1030,51,19.92
245,1030,52,35.67
246,1030,53,16.83
247,1030,54,5.95
248,1030,55,18.72
249,1030,56,14.31
250,1030,57,23.88
251,1030,59,30.69
252,1030,60,67.66
253,1030,61,11.61
254,1030,62,39.0
255,1030,63,94.75
256,1030,64,84.74
257,1030,65,87.89
258,1030,66,67.83
259,1030,67,62.5
260,1030,68,101.01
261,1030,69,39.9
262,1030,70,38.5
263,1030,71,237.24
264,1030,72,23.04
265,1030,73,11.97
266,1030,74,8.55
267,1030,75,298.86
268,1030,76,7.41
269,1030,77,23.6
270,1030,78,148.2
271,1030,79,103.53
272,1030,80,34.86
273,1030,81,35.9
274,1030,82,143.82
275,1030,83,5.04
276,1030,84,82.5
277,1030,85,19.96
278,1030,86,29.67
279,1030,87,59.94
280,1030,88,55.86
281,1030,89,72.28
282,1030,90,36.63
283,1030,91,247.9
284,1030,92,9.96
285,1030,93,161.73
286,1030,94,31.84
287,1030,95,47.84
288,1030,96,82.5
289,1030,97,113.81
290,1030,98,119.76
291,1030,99,109.78
292,1031,1,6.0
293,1031,2,33.75
294,1031,3,31.85
295,1031,4,59.8
296,1031,5,38.5
297,1031,6,19.9
298,1031,7,30.0
299,1031,8,18.9
300,1031,9,35.88
301,1031,10,14.32
302,1031,11,39.92
303,1031,12,19.8
304,1031,13,47.68
305,1031,14,29.7
306,1031,15,32.78
307,1031,16,21.98
308,1031,17,36.0
309,1031,18,31.04
310,1031,19,31.05
311,1031,20,37.53
312,1031,21,77.74
313,1031,22,25.11
314,1031,23,106.12
315,1031,24,22.4
316,1031,25,84.6
317,1031,26,47.68
318,1031,27,12.9
319,1031,28,92.48
320,1031,29,10.6
321,1031,30,117.8
322,1031,31,52.29
323,1031,32,55.62
324,1031,33,221.63
325,1031,34,1.99
326,1031,35,60.61
327,1031,36,19.12
328,1031,37,24.21
329,1031,38,31.5
330,1031,39,35.75
331,1031,40,82.57
332,1031,41,69.31
333,1031,43,39.9
334,1031,44,19.37
335,1031,45,11.88
336,1031,47,7.5
337,1031,48,31.07
338,1031,49,15.96
339,1031,51,27.39
340,1031,52,20.01
341,1031,53,14.85
342,1031,54,18.7
343,1031,55,14.04
344,1031,56,3.18
345,1031,57,23.88
346,1031,58,45.0
347,1031,59,27.9
348,1031,60,19.9
349,1031,61,11.61
350,1031,62,156.0
351,1031,63,174.34
352,1031,64,53.52
353,1031,65,159.8
354,1031,66,119.7
355,1031,67,22.5
356,1031,68,15.54
357,1031,69,79.8
358,1031,70,38.5
359,1031,71,210.88
360,1031,72,76.8
361,1031,73,99.75
362,1031,74,13.3
363,1031,75,35.16
364,1031,76,9.12
365,1031,77,7.08
366,1031,78,41.8
367,1031,80,189.24
368,1031,81,71.8
369,1031,82,31.96
370,1031,83,3.99
371,1031,84,15.0
372,1031,85,49.9
373,1031,86,33.54
374,1031,87,179.82
375,1031,88,43.89
376,1031,89,69.5
377,1031,90,14.85
378,1031,91,201.0
379,1031,92,32.37
380,1031,94,19.9
381,1031,95,8.97
382,1031,96,19.25
383,1031,97,113.81
384,1031,98,49.9
385,1031,99,199.6
386,1031,100,31.84
387,1061,1,6.0
388,1061,2,21.25
389,1061,3,56.35
390,1061,4,86.71
391,1061,5,59.5
392,1061,7,9.0
393,1061,8,28.35
394,1061,9,71.76
395,1061,10,42.96
396,1061,11,49.9
397,1061,12,79.2
398,1061,13,68.54
399,1061,14,8.91
400,1061,15,23.84
401,1061,16,25.12
402,1061,17,85.5
403,1061,18,69.84
404,1061,19,82.8
405,1061,20,16.68
406,1061,21,110.63
407,1061,22,8.37
408,1061,23,75.8
409,1061,24,42.0
410,1061,25,89.3
411,1061,26,62.58
412,1061,27,92.45
413,1061,28,78.03
414,1061,29,26.5
415,1061,30,89.9
416,1061,31,22.41
417,1061,32,12.36
418,1061,33,29.95
419,1061,35,33.44
420,1061,36,45.41
421,1061,37,34.97
422,1061,38,42.0
423,1061,39,41.25
424,1061,40,96.93
425,1061,41,19.12
426,1061,42,6.24
427,1061,43,71.82
428,1061,44,29.8
429,1061,45,5.94
430,1061,46,4.83
431,1061,47,75.0
432,1061,48,95.6
433,1061,50,59.8
434,1061,51,54.78
435,1061,52,17.4
436,1061,53,24.75
437,1061,54,23.8
438,1061,55,14.04
439,1061,56,25.44
440,1061,57,19.9
441,1061,58,33.75
442,1061,59,78.12
443,1061,60,45.77
444,1061,61,67.08
445,1061,62,110.5
446,1061,63,41.69
447,1061,64,75.82
448,1061,65,263.67
449,1061,66,55.86
450,1061,67,60.0
451,1061,68,93.24
452,1061,69,55.86
453,1061,71,13.18
454,1061,72,115.2
455,1061,74,9.5
456,1061,75,228.54
457,1061,76,3.99
458,1061,77,4.72
459,1061,78,19.0
460,1061,79,35.7
461,1061,80,89.64
462,1061,81,114.88
463,1061,82,71.91
464,1061,83,11.97
465,1061,84,32.5
466,1061,85,109.78
467,1061,86,41.28
468,1061,87,89.91
469,1061,89,19.46
470,1061,90,35.64
471,1061,91,53.6
472,1061,92,42.33
473,1061,93,173.71
474,1061,94,33.83
475,1061,95,92.69
476,1061,96,27.5
477,1061,97,65.89
478,1061,98,144.71
479,1061,99,24.95
480,1061,100,37.81
481,1074,1,42.0
482,1074,2,17.5
483,1074,3,14.7
484,1074,4,8.97
485,1074,5,38.5
486,1074,7,40.5
487,1074,8,37.8
488,1074,9,35.88
489,1074,10,16.11
490,1074,11,144.71
491,1074,12,135.0
492,1074,13,92.38
493,1074,14,30.69
494,1074,15,92.38
495,1074,16,28.26
496,1074,17,72.0
497,1074,19,113.85
498,1074,20,51.43
499,1074,21,20.93
500,1074,22,66.96
501,1074,23,11.37
502,1074,24,56.0
503,1074,25,54.05
504,1074,26,53.64
505,1074,28,98.26
506,1074,29,53.0
507,1074,30,71.3
508,1074,31,37.35
509,1074,32,40.17
510,1074,33,101.83
511,1074,34,27.86
512,1074,35,41.8
513,1074,36,124.28
514,1074,37,67.25
515,1074,38,52.5
516,1074,39,52.25
517,1074,40,75.39
518,1074,41,33.46
519,1074,42,14.82
520,1074,43,111.72
521,1074,44,17.88
522,1074,45,15.84
523,1074,46,8.97
524,1074,47,50.0
525,1074,48,64.53
526,1074,49,31.92
527,1074,50,101.4
528,1074,51,77.19
529,1074,52,25.23
530,1074,53,25.74
531,1074,54,16.15
532,1074,55,31.98
533,1074,57,33.83
534,1074,58,27.0
535,1074,59,44.64
536,1074,60,37.81
537,1074,61,24.51
538,1074,62,26.0
539,1074,63,90.96
540,1074,64,35.68
541,1074,65,231.71
542,1074,66,59.85
543,1074,67,45.0
544,1074,68,59.57
545,1074,69,99.75
546,1074,70,59.5
547,1074,71,46.13
548,1074,72,111.36
549,1074,73,79.8
550,1074,74,22.8
551,1074,75,167.01
552,1074,76,18.81
553,1074,77,9.44
554,1074,78,49.4
555,1074,79,96.39
556,1074,80,79.68
557,1074,81,32.31
558,1074,82,175.78
559,1074,83,6.72
560,1074,84,60.0
561,1074,85,164.67
562,1074,86,21.93
563,1074,87,109.89
564,1074,88,123.69
565,1074,89,86.18
566,1074,90,5.94
567,1074,91,120.6
568,1074,92,9.96
569,1074,93,17.97
570,1074,94,39.8
571,1074,95,32.89
572,1074,96,41.25
573,1074,97,29.95
574,1074,98,74.85
575,1074,99,44.91
576,1074,100,97.51
577,1085,1,12.0
578,1085,2,23.75
579,1085,3,29.4
580,1085,4,20.93
581,1085,5,33.25
582,1085,6,39.8
583,1085,7,66.0
584,1085,8,34.02
585,1085,9,116.61
586,1085,10,35.8
587,1085,12,7.2
588,1085,13,35.76
589,1085,14,42.57
590,1085,15,50.66
591,1085,16,9.42
592,1085,17,157.5
593,1085,18,58.2
594,1085,19,75.9
595,1085,20,34.75
596,1085,21,95.68
597,1085,22,39.06
598,1085,23,94.75
599,1085,24,56.0
600,1085,25,51.7
601,1085,26,98.34
602,1085,27,58.05
603,1085,28,14.45
604,1085,29,127.2
605,1085,30,105.4
606,1085,31,62.25
607,1085,32,151.41
608,1085,33,29.95
609,1085,34,27.86
610,1085,35,87.78
611,1085,36,45.41
612,1085,37,26.9
613,1085,38,122.5
614,1085,40,147.19
615,1085,41,66.92
616,1085,42,2.34
617,1085,43,75.81
618,1085,44,49.17
619,1085,45,30.69
620,1085,46,12.42
621,1085,47,65.0
622,1085,48,43.02
623,1085,49,59.85
624,1085,50,44.2
625,1085,51,109.56
626,1085,52,14.79
627,1085,53,10.89
628,1085,54,12.75
629,1085,55,9.36
630,1085,56,50.88
631,1085,57,31.84
632,1085,58,38.25
633,1085,59,30.69
634,1085,60,55.72
635,1085,61,21.93
636,1085,62,39.0
637,1085,63,60.64
638,1085,64,115.96
639,1085,65,199.75
640,1085,66,51.87
641,1085,67,27.5
642,1085,69,87.78
643,1085,70,80.5
644,1085,71,46.13
645,1085,72,61.44
646,1085,73,83.79
647,1085,74,32.3
648,1085,75,149.43
649,1085,76,20.52
650,1085,77,9.44
651,1085,78,22.8
652,1085,79,89.25
653,1085,80,129.48
654,1085,81,64.62
655,1085,82,31.96
656,1085,83,12.81
657,1085,84,102.5
658,1085,85,114.77
659,1085,86,38.7
660,1085,87,179.82
661,1085,88,55.86
662,1085,89,33.36
663,1085,90,22.77
664,1085,91,268.0
665,1085,92,122.01
666,1085,93,101.83
667,1085,94,55.72
668,1085,95,35.88
669,1085,96,27.5
670,1085,97,77.87
671,1085,98,154.69
672,1085,99,164.67
673,1085,100,43.78
674,1087,1,19.5
675,1087,2,46.25
676,1087,3,53.9
677,1087,4,26.91
678,1087,5,10.5
679,1087,6,117.41
680,1087,7,19.5
681,1087,8,51.03
682,1087,9,65.78
683,1087,10,28.64
684,1087,11,99.8
685,1087,12,21.6
686,1087,13,23.84
687,1087,14,32.67
688,1087,15,17.88
689,1087,16,72.22
690,1087,17,63.0
691,1087,18,85.36
692,1087,19,41.4
693,1087,20,43.09
694,1087,21,59.8
695,1087,22,97.65
696,1087,23,106.12
697,1087,24,44.8
698,1087,25,7.05
699,1087,26,80.46
700,1087,27,17.2
701,1087,28,37.57
702,1087,29,90.1
703,1087,30,27.9
704,1087,31,29.88
705,1087,32,77.25
706,1087,33,41.93
707,1087,34,69.65
708,1087,35,77.33
709,1087,36,62.14
710,1087,37,104.91
711,1087,38,59.5
712,1087,39,82.5
713,1087,40,89.75
714,1087,41,64.53
715,1087,42,15.21
716,1087,43,95.76
717,1087,44,52.15
718,1087,45,12.87
719,1087,46,6.21
720,1087,47,80.0
721,1087,48,23.9
722,1087,49,223.44
723,1087,50,39.0
724,1087,51,77.19
725,1087,52,20.88
726,1087,53,23.76
727,1087,54,12.75
728,1087,55,10.92
729,1087,56,34.98
730,1087,57,87.56
731,1087,58,33.75
732,1087,59,80.91
733,1087,60,41.79
734,1087,61,12.9
735,1087,62,195.0
736,1087,63,30.32
737,1087,64,31.22
738,1087,65,199.75
739,1087,66,99.75
740,1087,67,20.0
741,1087,68,69.93
742,1087,69,159.6
743,1087,70,126.0
744,1087,71,296.55
745,1087,72,57.6
746,1087,73,103.74
747,1087,74,16.15
748,1087,75,219.75
749,1087,76,18.81
750,1087,77,15.93
751,1087,78,95.0
752,1087,79,139.23
753,1087,80,94.62
754,1087,81,100.52
755,1087,82,111.86
756,1087,83,3.78
757,1087,84,45.0
758,1087,85,209.58
759,1087,86,36.12
760,1087,87,329.67
761,1087,88,119.7
762,1087,89,38.92
763,1087,90,28.71
764,1087,91,147.4
765,1087,92,52.29
766,1087,93,107.82
767,1087,94,45.77
768,1087,95,41.86
769,1087,96,44.0
770,1087,97,77.87
771,1087,98,139.72
772,1087,99,39.92
773,1087,100,13.93
774,1100,1,10.5
775,1100,2,11.25
776,1100,3,41.65
777,1100,4,134.55
778,1100,5,43.75
779,1100,7,51.0
780,1100,8,34.02
781,1100,9,35.88
782,1100,10,69.81
783,1100,11,74.85
784,1100,12,23.4
785,1100,13,47.68
786,1100,14,60.39
787,1100,15,47.68
788,1100,16,109.9
789,1100,17,49.5
790,1100,18,116.4
791,1100,19,37.95
792,1100,20,23.63
793,1100,21,35.88
794,1100,22,69.75
795,1100,23,11.37
796,1100,24,30.8
797,1100,25,47.0
798,1100,26,104.3
799,1100,27,27.95
800,1100,28,46.24
801,1100,29,42.4
802,1100,30,37.2
803,1100,31,22.41
804,1100,32,43.26
805,1100,33,59.9
806,1100,35,22.99
807,1100,36,71.7
808,1100,37,75.32
809,1100,38,21.0
810,1100,39,22.0
811,1100,40,32.31
812,1100,41,28.68
813,1100,42,18.72
814,1100,43,51.87
815,1100,44,52.15
816,1100,45,25.74
817,1100,46,14.49
818,1100,47,57.5
819,1100,48,52.58
820,1100,49,119.7
821,1100,50,28.6
822,1100,51,52.29
823,1100,52,16.53
824,1100,53,19.8
825,1100,54,19.55
826,1100,55,19.5
827,1100,56,36.57
828,1100,57,27.86
829,1100,59,27.9
830,1100,60,63.68
831,1100,61,58.05
832,1100,62,130.0
833,1100,63,34.11
834,1100,64,115.96
835,1100,65,135.83
836,1100,66,67.83
837,1100,67,45.0
838,1100,68,38.85
839,1100,69,119.7
840,1100,70,59.5
841,1100,71,92.26
842,1100,72,23.04
843,1100,73,79.8
844,1100,74,39.9
845,1100,77,7.08
846,1100,78,140.6
847,1100,79,210.63
848,1100,81,50.26
849,1100,82,79.9
850,1100,83,1.47
851,1100,84,37.5
852,1100,85,94.81
853,1100,86,14.19
854,1100,87,59.94
855,1100,88,7.98
856,1100,89,52.82
857,1100,90,29.7
858,1100,91,221.1
859,1100,92,77.19
860,1100,93,155.74
861,1100,94,111.44
862,1100,95,23.92
863,1100,96,27.5
864,1100,97,125.79
865,1100,98,89.82
866,1100,99,124.75
867,1100,100,35.82
868,1101,1,25.5
869,1101,2,33.75
870,1101,4,8.97
871,1101,5,5.25
872,1101,6,37.81
873,1101,7,15.0
874,1101,8,41.58
875,1101,9,104.65
876,1101,10,16.11
877,1101,11,104.79
878,1101,12,41.4
879,1101,13,44.7
880,1101,14,36.63
881,1101,15,56.62
882,1101,16,47.1
883,1101,17,40.5
884,1101,18,131.92
885,1101,19,158.7
886,1101,20,45.87
887,1101,21,17.94
888,1101,22,36.27
889,1101,23,68.22
890,1101,24,103.6
891,1101,25,28.2
892,1101,26,47.68
893,1101,27,4.3
894,1101,28,78.03
895,1101,29,42.4
896,1101,30,46.5
897,1101,31,59.76
898,1101,33,161.73
899,1101,34,35.82
900,1101,35,71.06
901,1101,36,16.73
902,1101,37,51.11
903,1101,39,44.0
904,1101,40,61.03
905,1101,41,28.68
906,1101,42,5.07
907,1101,43,43.89
908,1101,44,26.82
909,1101,45,39.6
910,1101,46,3.45
911,1101,47,37.5
912,1101,48,57.36
913,1101,49,167.58
914,1101,50,54.6
915,1101,51,34.86
916,1101,52,10.44
917,1101,53,40.59
918,1101,54,13.6
919,1101,55,22.62
920,1101,56,14.31
921,1101,57,39.8
922,1101,58,18.0
923,1101,59,39.06
924,1101,60,41.79
925,1101,61,37.41
926,1101,62,240.5
927,1101,63,64.43
928,1101,64,66.9
929,1101,65,111.86
930,1101,66,135.66
931,1101,67,15.0
932,1101,68,20.72
933,1101,69,111.72
934,1101,71,26.36
935,1101,72,111.36
936,1101,73,47.88
937,1101,74,14.25
938,1101,75,114.27
939,1101,76,14.82
940,1101,77,13.57
941,1101,78,79.8
942,1101,79,132.09
943,1101,80,234.06
944,1101,81,53.85
945,1101,82,23.97
946,1101,83,7.56
947,1101,84,137.5
948,1101,85,59.88
949,1101,86,54.18
950,1101,87,119.88
951,1101,88,83.79
952,1101,89,66.72
953,1101,90,4.95
954,1101,91,67.0
955,1101,92,49.8
956,1101,94,31.84
957,1101,96,52.25
958,1101,97,41.93
959,1101,98,64.87
960,1101,99,44.91
961,1101,100,5.97
962,1134,1,60.0
963,1134,2,23.75
964,1134,3,46.55
965,1134,4,110.63
966,1134,5,45.5
967,1134,6,37.81
968,1134,7,1.5
969,1134,8,13.23
970,1134,9,143.52
971,1134,10,46.54
972,1134,11,84.83
973,1134,12,30.6
974,1134,13,95.36
975,1134,14,11.88
976,1134,15,50.66
977,1134,16,28.26
978,1134,17,103.5
979,1134,18,62.08
980,1134,19,6.9
981,1134,20,50.04
982,1134,21,8.97
983,1134,22,66.96
984,1134,23,53.06
985,1134,25,47.0
986,1134,26,56.62
987,1134,27,68.8
988,1134,28,11.56
989,1134,29,66.25
990,1134,30,133.3
991,1134,31,37.35
992,1134,32,67.98
993,1134,33,131.78
994,1134,34,13.93
995,1134,35,104.5
996,1134,36,57.36
997,1134,37,164.09
998,1134,38,105.0
999,1134,39,27.5
1000,1134,40,39.49
1001,1134,41,16.73
1002,1134,42,9.75
1003,1134,43,131.67
1004,1134,44,31.29
1005,1134,45,35.64
1006,1134,46,13.11
1007,1134,47,30.0
1008,1134,48,38.24
1009,1134,49,51.87
1010,1134,50,65.0
1011,1134,51,122.01
1012,1134,52,24.36
1013,1134,53,24.75
1014,1134,54,28.05
1015,1134,56,14.31
1016,1134,57,25.87
1017,1134,58,4.5
1018,1134,59,22.32
1019,1134,60,9.95
1020,1134,61,3.87
1021,1134,62,65.0
1022,1134,63,79.59
1023,1134,64,44.6
1024,1134,65,79.9
1025,1134,66,75.81
1026,1134,67,22.5
1027,1134,68,12.95
1028,1134,69,23.94
1029,1134,70,66.5
1030,1134,71,210.88
1031,1134,72,96.0
1032,1134,73,203.49
1033,1134,74,9.5
1034,1134,75,342.81
1035,1134,76,10.83
1036,1134,77,8.85
1037,1134,78,30.4
1038,1134,79,82.11
1039,1134,80,79.68
1040,1134,81,161.55
1041,1134,82,47.94
1042,1134,83,2.31
1043,1134,84,102.5
1044,1134,85,69.86
1045,1134,86,38.7
1046,1134,87,289.71
1047,1134,88,75.81
1048,1134,89,77.84
1049,1134,90,2.97
1050,1134,91,274.7
1051,1134,92,77.19
1052,1134,93,29.95
1053,1134,94,47.76
1054,1134,95,41.86
1055,1134,96,5.5
1056,1134,97,161.73
1057,1134,98,39.92
1058,1134,99,99.8
1059,1134,100,69.65
1060,1142,1,13.5
1061,1142,2,8.75
1062,1142,3,44.1
1063,1142,4,101.66
1064,1142,5,33.25
1065,1142,6,19.9
1066,1142,7,31.5
1067,1142,8,9.45
1068,1142,9,140.53
1069,1142,10,35.8
1070,1142,11,94.81
1071,1142,12,75.6
1072,1142,13,32.78
1073,1142,14,32.67
1074,1142,15,5.96
1075,1142,16,119.32
1076,1142,17,108.0
1077,1142,19,144.9
1078,1142,20,47.26
1079,1142,21,83.72
1080,1142,22,53.01
1081,1142,23,11.37
1082,1142,24,53.2
1083,1142,25,58.75
1084,1142,26,77.48
1085,1142,27,10.75
1086,1142,28,112.71
1087,1142,29,53.0
1088,1142,30,15.5
1089,1142,31,39.84
1090,1142,32,21.63
1091,1142,33,143.76
1092,1142,34,7.96
1093,1142,35,27.17
1094,1142,36,35.85
1095,1142,37,118.36
1096,1142,38,66.5
1097,1142,39,41.25
1098,1142,40,161.55
1099,1142,41,47.8
1100,1142,42,5.46
1101,1142,43,19.95
1102,1142,44,19.37
1103,1142,45,26.73
1104,1142,46,7.59
1105,1142,47,50.0
1106,1142,48,31.07
1107,1142,49,83.79
1108,1142,50,31.2
1109,1142,51,67.23
1110,1142,52,40.02
1111,1142,54,29.75
1112,1142,55,14.82
1113,1142,56,30.21
1114,1142,57,21.89
1115,1142,58,54.0
1116,1142,60,91.54
1117,1142,61,38.7
1118,1142,62,136.5
1119,1142,63,49.27
1120,1142,64,75.82
1121,1142,65,87.89
1122,1142,66,27.93
1123,1142,67,20.0
1124,1142,68,18.13
1125,1142,69,163.59
1126,1142,70,133.0
1127,1142,71,230.65
1128,1142,72,26.88
1129,1142,73,39.9
1130,1142,74,36.1
1131,1142,75,202.17
1132,1142,76,13.11
1133,1142,77,8.85
1134,1142,78,60.8
1135,1142,79,107.1
1136,1142,80,64.74
1137,1142,81,68.21
1138,1142,82,255.68
1139,1142,83,4.41
1140,1142,84,35.0
1141,1142,85,49.9
1142,1142,86,30.96
1143,1142,87,119.88
1144,1142,88,59.85
1145,1142,89,94.52
1146,1142,90,9.9
1147,1142,91,174.2
1148,1142,92,84.66
1149,1142,93,227.62
1150,1142,94,5.97
1151,1142,95,68.77
1152,1142,96,41.25
1153,1142,97,137.77
1154,1142,98,109.78
1155,1142,99,129.74
1156,1142,100,61.69
1157,1164,1,34.5
1158,1164,2,40.0
1159,1164,3,53.9
1160,1164,4,74.75
1161,1164,6,57.71
1162,1164,7,36.0
1163,1164,8,18.9
1164,1164,9,26.91
1165,1164,10,48.33
1166,1164,11,94.81
1167,1164,12,30.6
1168,1164,13,38.74
1169,1164,14,3.96
1170,1164,15,44.7
1171,1164,16,78.5
1172,1164,17,45.0
1173,1164,18,15.52
1174,1164,19,79.35
1175,1164,20,23.63
1176,1164,21,29.9
1177,1164,22,55.8
1178,1164,23,41.69
1179,1164,24,106.4
1180,1164,25,39.95
1181,1164,26,5.96
1182,1164,27,19.35
1183,1164,28,83.81
1184,1164,29,60.95
1185,1164,30,65.1
1186,1164,31,47.31
1187,1164,32,74.16
1188,1164,33,89.85
1189,1164,34,35.82
1190,1164,35,18.81
1191,1164,36,19.12
1192,1164,37,72.63
1193,1164,39,35.75
1194,1164,40,107.7
1195,1164,42,3.12
1196,1164,43,31.92
1197,1164,44,44.7
1198,1164,45,4.95
1199,1164,46,14.49
1200,1164,47,22.5
1201,1164,48,38.24
1202,1164,49,55.86
1203,1164,50,26.0
1204,1164,51,87.15
1205,1164,52,17.4
1206,1164,53,11.88
1207,1164,54,13.6
1208,1164,55,28.08
1209,1164,56,31.8
1210,1164,57,27.86
1211,1164,58,45.0
1212,1164,59,72.54
1213,1164,60,69.65
1214,1164,61,39.99
1215,1164,62,91.0
1216,1164,63,60.64
1217,1164,64,115.96
1218,1164,65,199.75
1219,1164,66,47.88
1220,1164,67,60.0
1221,1164,68,64.75
1222,1164,69,67.83
1223,1164,70,35.0
1224,1164,71,13.18
1225,1164,72,69.12
1226,1164,73,75.81
1227,1164,74,6.65
1228,1164,75,140.64
1229,1164,77,1.18
1230,1164,78,57.0
1231,1164,79,67.83
1232,1164,80,104.58
1233,1164,81,14.36
1234,1164,83,1.05
1235,1164,84,22.5
1236,1164,85,64.87
1237,1164,86,39.99
1238,1164,87,179.82
1239,1164,88,83.79
1240,1164,89,80.62
1241,1164,90,29.7
1242,1164,91,127.3
1243,1164,92,57.27
1244,1164,93,89.85
1245,1164,94,63.68
1246,1164,95,50.83
